,date,day,month,year,cases,deaths,country,geoId,population,tot_deaths,tot_cases
52,2020-02-10,10,2,2020,0,0,Afghanistan,AF,37172386.0,0,0
53,2020-02-09,9,2,2020,0,0,Afghanistan,AF,37172386.0,0,0
54,2020-02-08,8,2,2020,0,0,Afghanistan,AF,37172386.0,0,0
55,2020-02-07,7,2,2020,0,0,Afghanistan,AF,37172386.0,0,0
56,2020-02-06,6,2,2020,0,0,Afghanistan,AF,37172386.0,0,0
57,2020-02-05,5,2,2020,0,0,Afghanistan,AF,37172386.0,0,0
58,2020-02-04,4,2,2020,0,0,Afghanistan,AF,37172386.0,0,0
59,2020-02-03,3,2,2020,0,0,Afghanistan,AF,37172386.0,0,0
60,2020-02-02,2,2,2020,0,0,Afghanistan,AF,37172386.0,0,0
61,2020-02-01,1,2,2020,0,0,Afghanistan,AF,37172386.0,0,0
62,2020-01-31,31,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
63,2020-01-30,30,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
64,2020-01-29,29,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
65,2020-01-28,28,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
66,2020-01-27,27,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
67,2020-01-26,26,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
68,2020-01-25,25,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
69,2020-01-24,24,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
70,2020-01-23,23,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
71,2020-01-22,22,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
72,2020-01-21,21,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
73,2020-01-20,20,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
74,2020-01-19,19,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
75,2020-01-18,18,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
76,2020-01-17,17,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
77,2020-01-16,16,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
78,2020-01-15,15,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
79,2020-01-14,14,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
80,2020-01-13,13,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
81,2020-01-12,12,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
82,2020-01-11,11,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
83,2020-01-10,10,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
84,2020-01-09,9,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
85,2020-01-08,8,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
86,2020-01-07,7,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
87,2020-01-06,6,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
88,2020-01-05,5,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
89,2020-01-04,4,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
90,2020-01-03,3,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
91,2020-01-02,2,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
92,2020-01-01,1,1,2020,0,0,Afghanistan,AF,37172386.0,0,0
93,2019-12-31,31,12,2019,0,0,Afghanistan,AF,37172386.0,0,0
94,2020-04-12,12,4,2020,17,0,Albania,AL,2866376.0,23,433
95,2020-04-11,11,4,2020,7,0,Albania,AL,2866376.0,23,416
96,2020-04-10,10,4,2020,9,1,Albania,AL,2866376.0,23,409
97,2020-04-09,9,4,2020,17,0,Albania,AL,2866376.0,22,400
98,2020-04-08,8,4,2020,6,0,Albania,AL,2866376.0,22,383
99,2020-04-07,7,4,2020,16,1,Albania,AL,2866376.0,22,377
100,2020-04-06,6,4,2020,28,2,Albania,AL,2866376.0,21,361
101,2020-04-05,5,4,2020,29,2,Albania,AL,2866376.0,19,333
102,2020-04-04,4,4,2020,27,1,Albania,AL,2866376.0,17,304
103,2020-04-03,3,4,2020,18,1,Albania,AL,2866376.0,16,277
104,2020-04-02,2,4,2020,16,0,Albania,AL,2866376.0,15,259
105,2020-04-01,1,4,2020,20,3,Albania,AL,2866376.0,15,243
106,2020-03-31,31,3,2020,11,2,Albania,AL,2866376.0,12,223
107,2020-03-30,30,3,2020,15,0,Albania,AL,2866376.0,10,212
108,2020-03-29,29,3,2020,11,1,Albania,AL,2866376.0,10,197
109,2020-03-28,28,3,2020,12,3,Albania,AL,2866376.0,9,186
110,2020-03-27,27,3,2020,28,1,Albania,AL,2866376.0,6,174
111,2020-03-26,26,3,2020,23,0,Albania,AL,2866376.0,5,146
112,2020-03-25,25,3,2020,23,1,Albania,AL,2866376.0,5,123
113,2020-03-24,24,3,2020,11,2,Albania,AL,2866376.0,4,100
114,2020-03-23,23,3,2020,13,0,Albania,AL,2866376.0,2,89
115,2020-03-22,22,3,2020,6,0,Albania,AL,2866376.0,2,76
116,2020-03-21,21,3,2020,0,0,Albania,AL,2866376.0,2,70
117,2020-03-20,20,3,2020,11,0,Albania,AL,2866376.0,2,70
118,2020-03-19,19,3,2020,4,1,Albania,AL,2866376.0,2,59
119,2020-03-18,18,3,2020,4,0,Albania,AL,2866376.0,1,55
120,2020-03-17,17,3,2020,9,0,Albania,AL,2866376.0,1,51
121,2020-03-16,16,3,2020,4,0,Albania,AL,2866376.0,1,42
122,2020-03-15,15,3,2020,5,0,Albania,AL,2866376.0,1,38
123,2020-03-14,14,3,2020,10,0,Albania,AL,2866376.0,1,33
124,2020-03-13,13,3,2020,12,0,Albania,AL,2866376.0,1,23
125,2020-03-12,12,3,2020,1,1,Albania,AL,2866376.0,1,11
126,2020-03-11,11,3,2020,4,0,Albania,AL,2866376.0,0,10
127,2020-03-10,10,3,2020,4,0,Albania,AL,2866376.0,0,6
128,2020-03-09,9,3,2020,2,0,Albania,AL,2866376.0,0,2
129,2020-04-12,12,4,2020,64,19,Algeria,DZ,42228429.0,275,1825
130,2020-04-11,11,4,2020,95,21,Algeria,DZ,42228429.0,256,1761
131,2020-04-10,10,4,2020,94,30,Algeria,DZ,42228429.0,235,1666
132,2020-04-09,9,4,2020,104,11,Algeria,DZ,42228429.0,205,1572
133,2020-04-08,8,4,2020,45,21,Algeria,DZ,42228429.0,194,1468
134,2020-04-07,7,4,2020,103,21,Algeria,DZ,42228429.0,173,1423
135,2020-04-06,6,4,2020,20,22,Algeria,DZ,42228429.0,152,1320
136,2020-04-05,5,4,2020,314,47,Algeria,DZ,42228429.0,130,1300
137,2020-04-04,4,4,2020,139,25,Algeria,DZ,42228429.0,83,986
138,2020-04-03,3,4,2020,0,0,Algeria,DZ,42228429.0,58,847
139,2020-04-02,2,4,2020,263,23,Algeria,DZ,42228429.0,58,847
140,2020-04-01,1,4,2020,73,4,Algeria,DZ,42228429.0,35,584
141,2020-03-31,31,3,2020,57,2,Algeria,DZ,42228429.0,31,511
142,2020-03-30,30,3,2020,45,3,Algeria,DZ,42228429.0,29,454
143,2020-03-29,29,3,2020,104,5,Algeria,DZ,42228429.0,26,409
144,2020-03-28,28,3,2020,0,0,Algeria,DZ,42228429.0,21,305
145,2020-03-27,27,3,2020,41,4,Algeria,DZ,42228429.0,21,305
146,2020-03-26,26,3,2020,33,0,Algeria,DZ,42228429.0,17,264
147,2020-03-25,25,3,2020,42,0,Algeria,DZ,42228429.0,17,231
148,2020-03-24,24,3,2020,87,2,Algeria,DZ,42228429.0,17,189
149,2020-03-23,23,3,2020,8,5,Algeria,DZ,42228429.0,15,102
150,2020-03-22,22,3,2020,0,0,Algeria,DZ,42228429.0,10,94
151,2020-03-21,21,3,2020,12,3,Algeria,DZ,42228429.0,10,94
152,2020-03-20,20,3,2020,9,1,Algeria,DZ,42228429.0,7,82
153,2020-03-19,19,3,2020,13,1,Algeria,DZ,42228429.0,6,73
154,2020-03-18,18,3,2020,0,1,Algeria,DZ,42228429.0,5,60
155,2020-03-17,17,3,2020,12,0,Algeria,DZ,42228429.0,4,60
156,2020-03-16,16,3,2020,11,2,Algeria,DZ,42228429.0,4,48
157,2020-03-15,15,3,2020,11,0,Algeria,DZ,42228429.0,2,37
158,2020-03-14,14,3,2020,2,1,Algeria,DZ,42228429.0,2,26
159,2020-03-13,13,3,2020,4,1,Algeria,DZ,42228429.0,1,24
160,2020-03-12,12,3,2020,0,0,Algeria,DZ,42228429.0,0,20
161,2020-03-09,9,3,2020,3,0,Algeria,DZ,42228429.0,0,20
162,2020-03-06,6,3,2020,5,0,Algeria,DZ,42228429.0,0,17
163,2020-03-05,5,3,2020,7,0,Algeria,DZ,42228429.0,0,12
164,2020-03-04,4,3,2020,2,0,Algeria,DZ,42228429.0,0,5
165,2020-03-02,2,3,2020,2,0,Algeria,DZ,42228429.0,0,3
166,2020-03-01,1,3,2020,0,0,Algeria,DZ,42228429.0,0,1
167,2020-02-29,29,2,2020,0,0,Algeria,DZ,42228429.0,0,1
168,2020-02-28,28,2,2020,0,0,Algeria,DZ,42228429.0,0,1
169,2020-02-27,27,2,2020,0,0,Algeria,DZ,42228429.0,0,1
170,2020-02-26,26,2,2020,1,0,Algeria,DZ,42228429.0,0,1
171,2020-02-25,25,2,2020,0,0,Algeria,DZ,42228429.0,0,0
172,2020-02-24,24,2,2020,0,0,Algeria,DZ,42228429.0,0,0
173,2020-02-23,23,2,2020,0,0,Algeria,DZ,42228429.0,0,0
174,2020-02-22,22,2,2020,0,0,Algeria,DZ,42228429.0,0,0
175,2020-02-21,21,2,2020,0,0,Algeria,DZ,42228429.0,0,0
176,2020-02-20,20,2,2020,0,0,Algeria,DZ,42228429.0,0,0
177,2020-02-19,19,2,2020,0,0,Algeria,DZ,42228429.0,0,0
178,2020-02-18,18,2,2020,0,0,Algeria,DZ,42228429.0,0,0
179,2020-02-17,17,2,2020,0,0,Algeria,DZ,42228429.0,0,0
180,2020-02-16,16,2,2020,0,0,Algeria,DZ,42228429.0,0,0
181,2020-02-15,15,2,2020,0,0,Algeria,DZ,42228429.0,0,0
182,2020-02-14,14,2,2020,0,0,Algeria,DZ,42228429.0,0,0
183,2020-02-13,13,2,2020,0,0,Algeria,DZ,42228429.0,0,0
184,2020-02-12,12,2,2020,0,0,Algeria,DZ,42228429.0,0,0
185,2020-02-11,11,2,2020,0,0,Algeria,DZ,42228429.0,0,0
186,2020-02-10,10,2,2020,0,0,Algeria,DZ,42228429.0,0,0
187,2020-02-09,9,2,2020,0,0,Algeria,DZ,42228429.0,0,0
188,2020-02-08,8,2,2020,0,0,Algeria,DZ,42228429.0,0,0
189,2020-02-07,7,2,2020,0,0,Algeria,DZ,42228429.0,0,0
190,2020-02-06,6,2,2020,0,0,Algeria,DZ,42228429.0,0,0
191,2020-02-05,5,2,2020,0,0,Algeria,DZ,42228429.0,0,0
192,2020-02-04,4,2,2020,0,0,Algeria,DZ,42228429.0,0,0
193,2020-02-03,3,2,2020,0,0,Algeria,DZ,42228429.0,0,0
194,2020-02-02,2,2,2020,0,0,Algeria,DZ,42228429.0,0,0
195,2020-02-01,1,2,2020,0,0,Algeria,DZ,42228429.0,0,0
196,2020-01-31,31,1,2020,0,0,Algeria,DZ,42228429.0,0,0
197,2020-01-30,30,1,2020,0,0,Algeria,DZ,42228429.0,0,0
198,2020-01-29,29,1,2020,0,0,Algeria,DZ,42228429.0,0,0
199,2020-01-28,28,1,2020,0,0,Algeria,DZ,42228429.0,0,0
200,2020-01-27,27,1,2020,0,0,Algeria,DZ,42228429.0,0,0
201,2020-01-26,26,1,2020,0,0,Algeria,DZ,42228429.0,0,0
202,2020-01-25,25,1,2020,0,0,Algeria,DZ,42228429.0,0,0
203,2020-01-24,24,1,2020,0,0,Algeria,DZ,42228429.0,0,0
204,2020-01-23,23,1,2020,0,0,Algeria,DZ,42228429.0,0,0
205,2020-01-22,22,1,2020,0,0,Algeria,DZ,42228429.0,0,0
206,2020-01-21,21,1,2020,0,0,Algeria,DZ,42228429.0,0,0
207,2020-01-20,20,1,2020,0,0,Algeria,DZ,42228429.0,0,0
208,2020-01-19,19,1,2020,0,0,Algeria,DZ,42228429.0,0,0
209,2020-01-18,18,1,2020,0,0,Algeria,DZ,42228429.0,0,0
210,2020-01-17,17,1,2020,0,0,Algeria,DZ,42228429.0,0,0
211,2020-01-16,16,1,2020,0,0,Algeria,DZ,42228429.0,0,0
212,2020-01-15,15,1,2020,0,0,Algeria,DZ,42228429.0,0,0
213,2020-01-14,14,1,2020,0,0,Algeria,DZ,42228429.0,0,0
214,2020-01-13,13,1,2020,0,0,Algeria,DZ,42228429.0,0,0
215,2020-01-12,12,1,2020,0,0,Algeria,DZ,42228429.0,0,0
216,2020-01-11,11,1,2020,0,0,Algeria,DZ,42228429.0,0,0
217,2020-01-10,10,1,2020,0,0,Algeria,DZ,42228429.0,0,0
218,2020-01-09,9,1,2020,0,0,Algeria,DZ,42228429.0,0,0
219,2020-01-08,8,1,2020,0,0,Algeria,DZ,42228429.0,0,0
220,2020-01-07,7,1,2020,0,0,Algeria,DZ,42228429.0,0,0
221,2020-01-06,6,1,2020,0,0,Algeria,DZ,42228429.0,0,0
222,2020-01-05,5,1,2020,0,0,Algeria,DZ,42228429.0,0,0
223,2020-01-04,4,1,2020,0,0,Algeria,DZ,42228429.0,0,0
224,2020-01-03,3,1,2020,0,0,Algeria,DZ,42228429.0,0,0
225,2020-01-02,2,1,2020,0,0,Algeria,DZ,42228429.0,0,0
226,2020-01-01,1,1,2020,0,0,Algeria,DZ,42228429.0,0,0
227,2019-12-31,31,12,2019,0,0,Algeria,DZ,42228429.0,0,0
228,2020-04-12,12,4,2020,21,2,Andorra,AD,77006.0,28,622
229,2020-04-11,11,4,2020,18,1,Andorra,AD,77006.0,26,601
230,2020-04-10,10,4,2020,19,2,Andorra,AD,77006.0,25,583
231,2020-04-09,9,4,2020,19,1,Andorra,AD,77006.0,23,564
232,2020-04-08,8,4,2020,19,1,Andorra,AD,77006.0,22,545
233,2020-04-07,7,4,2020,25,3,Andorra,AD,77006.0,21,526
234,2020-04-06,6,4,2020,35,1,Andorra,AD,77006.0,18,501
235,2020-04-05,5,4,2020,27,1,Andorra,AD,77006.0,17,466
236,2020-04-04,4,4,2020,11,1,Andorra,AD,77006.0,16,439
237,2020-04-03,3,4,2020,38,1,Andorra,AD,77006.0,15,428
238,2020-04-02,2,4,2020,14,2,Andorra,AD,77006.0,14,390
239,2020-04-01,1,4,2020,6,4,Andorra,AD,77006.0,12,376
240,2020-03-31,31,3,2020,36,2,Andorra,AD,77006.0,8,370
241,2020-03-30,30,3,2020,26,2,Andorra,AD,77006.0,6,334
242,2020-03-29,29,3,2020,41,1,Andorra,AD,77006.0,4,308
243,2020-03-28,28,3,2020,43,0,Andorra,AD,77006.0,3,267
244,2020-03-27,27,3,2020,36,3,Andorra,AD,77006.0,3,224
245,2020-03-26,26,3,2020,24,0,Andorra,AD,77006.0,0,188
246,2020-03-25,25,3,2020,31,0,Andorra,AD,77006.0,0,164
247,2020-03-24,24,3,2020,20,0,Andorra,AD,77006.0,0,133
248,2020-03-23,23,3,2020,25,0,Andorra,AD,77006.0,0,113
249,2020-03-22,22,3,2020,13,0,Andorra,AD,77006.0,0,88
250,2020-03-21,21,3,2020,0,0,Andorra,AD,77006.0,0,75
251,2020-03-20,20,3,2020,22,0,Andorra,AD,77006.0,0,75
252,2020-03-19,19,3,2020,39,0,Andorra,AD,77006.0,0,53
253,2020-03-18,18,3,2020,0,0,Andorra,AD,77006.0,0,14
254,2020-03-17,17,3,2020,9,0,Andorra,AD,77006.0,0,14
255,2020-03-16,16,3,2020,3,0,Andorra,AD,77006.0,0,5
256,2020-03-14,14,3,2020,1,0,Andorra,AD,77006.0,0,2
257,2020-03-03,3,3,2020,1,0,Andorra,AD,77006.0,0,1
258,2020-04-12,12,4,2020,0,0,Angola,AO,30809762.0,2,19
259,2020-04-11,11,4,2020,0,0,Angola,AO,30809762.0,2,19
260,2020-04-10,10,4,2020,0,0,Angola,AO,30809762.0,2,19
261,2020-04-09,9,4,2020,2,0,Angola,AO,30809762.0,2,19
262,2020-04-08,8,4,2020,1,0,Angola,AO,30809762.0,2,17
263,2020-04-07,7,4,2020,2,0,Angola,AO,30809762.0,2,16
264,2020-04-06,6,4,2020,4,0,Angola,AO,30809762.0,2,14
265,2020-04-05,5,4,2020,2,0,Angola,AO,30809762.0,2,10
266,2020-04-04,4,4,2020,0,0,Angola,AO,30809762.0,2,8
267,2020-04-03,3,4,2020,0,0,Angola,AO,30809762.0,2,8
268,2020-04-02,2,4,2020,1,0,Angola,AO,30809762.0,2,8
269,2020-04-01,1,4,2020,0,0,Angola,AO,30809762.0,2,7
270,2020-03-31,31,3,2020,0,0,Angola,AO,30809762.0,2,7
271,2020-03-30,30,3,2020,3,2,Angola,AO,30809762.0,2,7
272,2020-03-29,29,3,2020,0,0,Angola,AO,30809762.0,0,4
273,2020-03-28,28,3,2020,1,0,Angola,AO,30809762.0,0,4
274,2020-03-27,27,3,2020,1,0,Angola,AO,30809762.0,0,3
275,2020-03-26,26,3,2020,0,0,Angola,AO,30809762.0,0,2
276,2020-03-25,25,3,2020,0,0,Angola,AO,30809762.0,0,2
277,2020-03-24,24,3,2020,0,0,Angola,AO,30809762.0,0,2
278,2020-03-23,23,3,2020,0,0,Angola,AO,30809762.0,0,2
279,2020-03-22,22,3,2020,2,0,Angola,AO,30809762.0,0,2
280,2020-04-12,12,4,2020,0,0,Anguilla,AI,0.0,0,3
281,2020-04-11,11,4,2020,0,0,Anguilla,AI,0.0,0,3
282,2020-04-10,10,4,2020,0,0,Anguilla,AI,0.0,0,3
283,2020-04-09,9,4,2020,0,0,Anguilla,AI,0.0,0,3
284,2020-04-08,8,4,2020,0,0,Anguilla,AI,0.0,0,3
285,2020-04-07,7,4,2020,0,0,Anguilla,AI,0.0,0,3
286,2020-04-06,6,4,2020,0,0,Anguilla,AI,0.0,0,3
287,2020-04-05,5,4,2020,0,0,Anguilla,AI,0.0,0,3
288,2020-04-04,4,4,2020,0,0,Anguilla,AI,0.0,0,3
289,2020-04-03,3,4,2020,1,0,Anguilla,AI,0.0,0,3
290,2020-04-02,2,4,2020,0,0,Anguilla,AI,0.0,0,2
291,2020-04-01,1,4,2020,0,0,Anguilla,AI,0.0,0,2
292,2020-03-31,31,3,2020,0,0,Anguilla,AI,0.0,0,2
293,2020-03-30,30,3,2020,0,0,Anguilla,AI,0.0,0,2
294,2020-03-29,29,3,2020,0,0,Anguilla,AI,0.0,0,2
295,2020-03-28,28,3,2020,0,0,Anguilla,AI,0.0,0,2
296,2020-03-27,27,3,2020,2,0,Anguilla,AI,0.0,0,2
297,2020-04-12,12,4,2020,0,0,Antigua_and_Barbuda,AG,96286.0,2,21
298,2020-04-11,11,4,2020,2,0,Antigua_and_Barbuda,AG,96286.0,2,21
299,2020-04-10,10,4,2020,4,2,Antigua_and_Barbuda,AG,96286.0,2,19
300,2020-04-09,9,4,2020,0,0,Antigua_and_Barbuda,AG,96286.0,0,15
301,2020-04-08,8,4,2020,0,0,Antigua_and_Barbuda,AG,96286.0,0,15
302,2020-04-07,7,4,2020,0,0,Antigua_and_Barbuda,AG,96286.0,0,15
303,2020-04-06,6,4,2020,0,0,Antigua_and_Barbuda,AG,96286.0,0,15
304,2020-04-05,5,4,2020,0,0,Antigua_and_Barbuda,AG,96286.0,0,15
305,2020-04-04,4,4,2020,6,0,Antigua_and_Barbuda,AG,96286.0,0,15
306,2020-04-03,3,4,2020,2,0,Antigua_and_Barbuda,AG,96286.0,0,9
307,2020-04-02,2,4,2020,0,0,Antigua_and_Barbuda,AG,96286.0,0,7
308,2020-04-01,1,4,2020,0,0,Antigua_and_Barbuda,AG,96286.0,0,7
309,2020-03-31,31,3,2020,0,0,Antigua_and_Barbuda,AG,96286.0,0,7
310,2020-03-30,30,3,2020,0,0,Antigua_and_Barbuda,AG,96286.0,0,7
311,2020-03-29,29,3,2020,0,0,Antigua_and_Barbuda,AG,96286.0,0,7
312,2020-03-28,28,3,2020,0,0,Antigua_and_Barbuda,AG,96286.0,0,7
313,2020-03-27,27,3,2020,4,0,Antigua_and_Barbuda,AG,96286.0,0,7
314,2020-03-26,26,3,2020,0,0,Antigua_and_Barbuda,AG,96286.0,0,3
315,2020-03-25,25,3,2020,2,0,Antigua_and_Barbuda,AG,96286.0,0,3
316,2020-03-24,24,3,2020,0,0,Antigua_and_Barbuda,AG,96286.0,0,1
317,2020-03-23,23,3,2020,0,0,Antigua_and_Barbuda,AG,96286.0,0,1
318,2020-03-22,22,3,2020,0,0,Antigua_and_Barbuda,AG,96286.0,0,1
319,2020-03-21,21,3,2020,0,0,Antigua_and_Barbuda,AG,96286.0,0,1
320,2020-03-15,15,3,2020,1,0,Antigua_and_Barbuda,AG,96286.0,0,1
321,2020-04-12,12,4,2020,162,7,Argentina,AR,44494502.0,89,2137
322,2020-04-11,11,4,2020,81,3,Argentina,AR,44494502.0,82,1975
323,2020-04-10,10,4,2020,99,14,Argentina,AR,44494502.0,79,1894
324,2020-04-09,9,4,2020,80,5,Argentina,AR,44494502.0,65,1795
325,2020-04-08,8,4,2020,87,7,Argentina,AR,44494502.0,60,1715
326,2020-04-07,7,4,2020,74,7,Argentina,AR,44494502.0,53,1628
327,2020-04-06,6,4,2020,103,3,Argentina,AR,44494502.0,46,1554
328,2020-04-05,5,4,2020,186,6,Argentina,AR,44494502.0,43,1451
329,2020-04-04,4,4,2020,132,3,Argentina,AR,44494502.0,37,1265
330,2020-04-03,3,4,2020,0,3,Argentina,AR,44494502.0,34,1133
331,2020-04-02,2,4,2020,167,7,Argentina,AR,44494502.0,31,1133
332,2020-04-01,1,4,2020,0,0,Argentina,AR,44494502.0,24,966
333,2020-03-31,31,3,2020,146,4,Argentina,AR,44494502.0,24,966
334,2020-03-30,30,3,2020,75,1,Argentina,AR,44494502.0,20,820
335,2020-03-29,29,3,2020,55,2,Argentina,AR,44494502.0,19,745
336,2020-03-28,28,3,2020,101,5,Argentina,AR,44494502.0,17,690
337,2020-03-27,27,3,2020,87,4,Argentina,AR,44494502.0,12,589
338,2020-03-26,26,3,2020,115,2,Argentina,AR,44494502.0,8,502
339,2020-03-25,25,3,2020,86,2,Argentina,AR,44494502.0,6,387
340,2020-03-24,24,3,2020,35,0,Argentina,AR,44494502.0,4,301
341,2020-03-23,23,3,2020,41,0,Argentina,AR,44494502.0,4,266
342,2020-03-22,22,3,2020,67,1,Argentina,AR,44494502.0,4,225
343,2020-03-21,21,3,2020,30,0,Argentina,AR,44494502.0,3,158
344,2020-03-20,20,3,2020,31,1,Argentina,AR,44494502.0,3,128
345,2020-03-19,19,3,2020,18,0,Argentina,AR,44494502.0,2,97
346,2020-03-18,18,3,2020,14,0,Argentina,AR,44494502.0,2,79
347,2020-03-17,17,3,2020,9,0,Argentina,AR,44494502.0,2,65
348,2020-03-16,16,3,2020,11,0,Argentina,AR,44494502.0,2,56
349,2020-03-15,15,3,2020,11,0,Argentina,AR,44494502.0,2,45
350,2020-03-14,14,3,2020,3,1,Argentina,AR,44494502.0,2,34
351,2020-03-13,13,3,2020,12,0,Argentina,AR,44494502.0,1,31
352,2020-03-11,11,3,2020,7,0,Argentina,AR,44494502.0,1,19
353,2020-03-09,9,3,2020,3,0,Argentina,AR,44494502.0,1,12
354,2020-03-08,8,3,2020,1,1,Argentina,AR,44494502.0,1,9
355,2020-03-07,7,3,2020,6,0,Argentina,AR,44494502.0,0,8
